payment_id,trip_id,customer_id,amount,currency,payment_method,payment_status,paid_at,transaction_ref,created_at
PAY000086272,98168033-6278-43b8-8c83-630b35bff0c6,CUS0004545,11.5,USD,CARD,PAID,2018-11-28 20:49:08,TXN-000000086272,2018-11-28 20:32:08
PAY000086273,bccf9bc8-cd09-45e7-ad32-4cc86914a36b,CUS0008860,27.5,USD,CARD,PAID,2018-12-13 17:05:06,TXN-000000086273,2018-12-13 15:52:06
PAY000086274,03d96bdb-95a8-4f84-84b3-124c6dfa0cf2,CUS0001816,12.5,USD,CARD,PAID,2018-11-30 14:50:04,TXN-000000086274,2018-11-30 14:13:04
PAY000086275,0e16ffe3-762e-46ee-bec5-697a982b5421,CUS0001162,27.5,USD,CARD,PAID,2018-12-17 05:36:05,TXN-000000086275,2018-12-17 04:24:05
PAY000086276,58c73951-f1c0-42d0-8db8-4bc897deebf4,CUS0005751,,USD,CARD,PENDING,,TXN-000000086276,2018-12-02 09:39:00
PAY000086277,5199332f-b1b2-4e00-b592-8a8f345f100c,CUS0008487,12.0,USD,CASH,PAID,2018-12-13 08:46:12,TXN-000000086277,2018-12-13 08:15:12
PAY000086278,9c92592b-080e-49bb-845d-d672c53aad2e,CUS0003946,26.0,USD,CARD,PAID,2018-11-29 23:41:05,TXN-000000086278,2018-11-29 23:04:05
PAY000086279,a5428b2b-357e-466d-9536-12330dc855f8,CUS0003061,3.0,USD,CARD,PAID,2018-12-16 09:11:11,TXN-000000086279,2018-12-16 07:33:11
PAY000086280,50c3b0d4-20e7-4a70-9f59-1589696a0592,CUS0006399,27.5,USD,CARD,PAID,2018-11-30 08:54:05,TXN-000000086280,2018-11-30 08:04:05
PAY000086281,270ac6f4-63d0-43d9-8daa-504a2445140c,CUS0006578,0.0,USD,CARD,CANCELLED,,TXN-000000086281,2018-11-29 20:11:03
PAY000086282,1acd3c52-3ed9-4eca-9088-c4e094026e4f,CUS0005649,,USD,CARD,PENDING,,TXN-000000086282,2018-12-01 15:04:03
PAY000086283,01bb8801-4d53-42e9-a90f-98138d7e775e,CUS0004136,8.0,USD,WALLET,PAID,2018-12-02 02:52:02,TXN-000000086283,2018-12-02 01:21:02
PAY000086284,c2e6f7f1-acf0-44ea-84c8-25db399e0afa,CUS0008670,16.0,USD,CARD,PAID,2018-11-30 20:29:58,TXN-000000086284,2018-11-30 19:18:58
PAY000086285,79a48397-983b-446a-ab8b-e215e208aa29,CUS0006126,0.0,USD,CASH,CANCELLED,,TXN-000000086285,2018-12-03 11:29:00
PAY000086286,169cf663-9da7-4ed9-9e91-98ec849d0798,CUS0003724,16.5,USD,CARD,PAID,2018-11-28 01:00:21,TXN-000000086286,2018-11-28 00:06:21
PAY000086287,42e5c21c-3b13-4e06-a5cb-5db3c8afde51,CUS0002530,9.0,USD,CARD,PAID,2018-11-28 12:24:08,TXN-000000086287,2018-11-28 11:43:08
PAY000086288,5d9137f7-44b4-48a4-bc5c-551b55eacb3d,CUS0001483,10.5,USD,BANK_TRANSFER,PAID,2018-12-03 05:21:02,TXN-000000086288,2018-12-03 04:31:02
PAY000086289,fda1f52e-6f32-4041-b1f5-45ffc83d38a6,CUS0004610,26.0,USD,CARD,PAID,2018-11-27 02:38:14,TXN-000000086289,2018-11-27 00:48:14
PAY000086290,f5a8ec73-2f4d-4bb8-85ea-2cc87286af35,CUS0006999,7.0,USD,CARD,PAID,2018-12-13 20:08:09,TXN-000000086290,2018-12-13 18:40:09
PAY000086291,05b7d4b0-4468-43f9-b926-2e8f5a03f7b7,CUS0007501,0.0,USD,WALLET,CANCELLED,,TXN-000000086291,2018-12-16 12:46:12
PAY000086292,04e28e14-bfe4-4fad-8539-89b5b6fa9dc6,CUS0002926,7.0,USD,CASH,PAID,2018-12-15 20:16:14,TXN-000000086292,2018-12-15 20:03:14
PAY000086293,8624626b-2ec8-43c4-8094-a5efb637068c,CUS0006475,0.0,USD,CASH,CANCELLED,,TXN-000000086293,2018-11-28 19:13:09
PAY000086294,9c111929-126e-42f0-8954-83dda1abdd68,CUS0004468,19.5,USD,CARD,PAID,2018-12-02 01:53:03,TXN-000000086294,2018-12-02 00:36:03
PAY000086295,39d6f300-ccc2-49a4-9269-ecc105f9beca,CUS0007362,7.0,USD,BANK_TRANSFER,PAID,2018-12-13 17:03:03,TXN-000000086295,2018-12-13 16:28:03
PAY000086296,bb029b6d-d690-4298-a813-b9e2e6637351,CUS0003112,0.0,USD,WALLET,CANCELLED,,TXN-000000086296,2018-11-28 13:46:08
PAY000086297,4d629f6e-98c5-4533-a611-af6dcb0508b6,CUS0003121,22.5,USD,CARD,PAID,2018-12-03 04:22:05,TXN-000000086297,2018-12-03 03:34:05
PAY000086298,71919f4a-3b1c-40d2-ac08-ff21c1e62562,CUS0001389,7.0,USD,CARD,PAID,2018-12-02 16:30:05,TXN-000000086298,2018-12-02 15:18:05
PAY000086299,7c3cc75a-677f-4857-9f32-4424a967c6f8,CUS0002383,,USD,CARD,PENDING,,TXN-000000086299,2018-12-18 10:11:05
PAY000086300,1c00dd5a-c788-4938-be2a-cf180eb53f36,CUS0004084,27.5,USD,CARD,PAID,2018-11-27 05:59:22,TXN-000000086300,2018-11-27 05:00:22
PAY000086301,90587fe8-287d-4296-bafb-29f692e5d811,CUS0003889,0.0,USD,CASH,CANCELLED,,TXN-000000086301,2018-11-28 10:46:08
PAY000086302,b3a01d69-82b3-45bc-9ef4-241b00d135cf,CUS0007932,10.5,USD,CARD,PAID,2018-11-29 05:49:01,TXN-000000086302,2018-11-29 04:42:01
PAY000086303,f9093ab9-578c-4be4-9230-47fb9a07ce54,CUS0008481,27.5,USD,BANK_TRANSFER,PAID,2018-12-03 14:35:01,TXN-000000086303,2018-12-03 14:28:01
PAY000086304,7a63f112-ca5d-42bc-b061-d6afed70e7f1,CUS0003284,7.0,USD,CASH,PAID,2018-12-01 08:27:57,TXN-000000086304,2018-12-01 07:36:57
PAY000086305,51c55617-b1ad-4001-b12e-5430c12cc411,CUS0000228,12.0,USD,CASH,PAID,2018-11-27 16:34:23,TXN-000000086305,2018-11-27 15:03:23
PAY000086306,1fa47edb-4499-48a3-9bbd-0cd47c9a9a4b,CUS0000318,22.5,USD,CARD,PAID,2018-12-17 08:42:03,TXN-000000086306,2018-12-17 07:20:03
PAY000086307,639ca444-9120-4153-969d-3587c53ff315,CUS0003702,0.0,USD,CARD,CANCELLED,,TXN-000000086307,2018-12-13 13:12:14
PAY000086308,8c2560de-324a-492e-9b24-3414c5725ab3,CUS0000989,16.5,USD,CARD,PAID,2018-12-02 00:45:00,TXN-000000086308,2018-12-02 00:42:00
PAY000086309,585c8742-13ba-43c1-b7bb-1f49b9fb9519,CUS0002054,,USD,CARD,PENDING,,TXN-000000086309,2018-12-03 15:57:59
PAY000086310,37565046-f284-4e05-bc06-7e9cb1f39dbe,CUS0002868,29.5,USD,CARD,PAID,2018-12-18 08:30:07,TXN-000000086310,2018-12-18 08:04:07
PAY000086311,b241836b-b2e5-4066-8f33-79eee9bf3ba3,CUS0008499,20.5,USD,CARD,PAID,2018-12-03 18:00:00,TXN-000000086311,2018-12-03 18:06:00
PAY000086312,fab52b40-c0f5-49f7-8c9a-e0af3a94253c,CUS0000029,7.5,USD,CARD,PAID,2018-11-28 17:45:25,TXN-000000086312,2018-11-28 16:19:25
PAY000086313,d8241c05-80e3-403d-9e3d-43926adefa99,CUS0008890,27.5,USD,CARD,PAID,2018-11-27 09:23:21,TXN-000000086313,2018-11-27 08:13:21
PAY000086314,c9b9b748-aa22-48f3-af2a-5bde6579ebaa,CUS0006110,13.5,USD,CARD,PAID,2018-12-15 04:51:03,TXN-000000086314,2018-12-15 03:27:03
PAY000086315,f8cf8858-6bef-4121-a86a-a1d7e442c517,CUS0002256,27.5,USD,CARD,PAID,2018-12-18 16:38:15,TXN-000000086315,2018-12-18 15:11:15
PAY000086316,d9c10c96-6c77-4833-a3f4-609c236c56ac,CUS0002614,9.5,USD,CARD,PAID,2018-12-16 00:54:15,TXN-000000086316,2018-12-16 00:48:15
PAY000086317,9e4ae4d3-60fe-4e97-8b01-fa6a57bba234,CUS0001798,8.5,USD,CASH,PAID,2018-11-30 22:08:01,TXN-000000086317,2018-11-30 20:55:01
PAY000086318,6fe13b5d-6d2a-44a1-b7d0-28d4596ef510,CUS0004404,0.0,USD,CARD,CANCELLED,,TXN-000000086318,2018-11-26 12:45:10
PAY000086319,005af6e7-a2ae-4b31-acc5-d7d48c95d4e4,CUS0004048,26.0,USD,CARD,PAID,2018-12-02 09:53:58,TXN-000000086319,2018-12-02 08:41:58
PAY000086320,fa5c42e6-3a77-43b7-8347-c975b534c2ed,CUS0004443,12.0,USD,CARD,PAID,2018-11-26 12:57:10,TXN-000000086320,2018-11-26 12:28:10
PAY000086321,d2661fcc-81d1-49dd-b655-3309f3f6a8ca,CUS0008973,27.5,USD,CASH,PAID,2018-12-16 01:00:10,TXN-000000086321,2018-12-16 00:22:10
PAY000086322,02c2f5e2-d021-45f8-b93c-85e494045567,CUS0008200,7.0,USD,CARD,PAID,2018-12-14 04:43:11,TXN-000000086322,2018-12-14 03:24:11
PAY000086323,1505c4cc-7e21-499f-9868-13dd9df60643,CUS0001421,0.0,USD,WALLET,CANCELLED,,TXN-000000086323,2018-11-30 07:44:55
PAY000086324,e2b7bb40-1dd3-43e3-bf6d-84b353631815,CUS0003742,10.5,USD,WALLET,PAID,2018-12-16 16:45:08,TXN-000000086324,2018-12-16 15:34:08
PAY000086325,a7bbbb65-c42a-4383-8502-504aab949b54,CUS0004997,34.0,USD,CARD,PAID,2018-12-17 00:25:12,TXN-000000086325,2018-12-16 23:37:12
PAY000086326,1ede670b-4bd0-454f-8f6b-2cc9591ba03e,CUS0000662,0.0,USD,CARD,CANCELLED,,TXN-000000086326,2018-12-13 21:58:16
PAY000086327,6aa0d244-da80-4a00-ab41-5e30b37743ff,CUS0005613,32.5,USD,CASH,PAID,2018-11-29 08:30:01,TXN-000000086327,2018-11-29 07:59:01
PAY000086328,25f59def-5c1f-4a72-9ca5-098bc0cb2773,CUS0002778,27.5,USD,CARD,PAID,2018-11-26 05:50:02,TXN-000000086328,2018-11-26 05:28:02
PAY000086329,b7715981-5781-4c23-9f2c-1c65c9ac90c3,CUS0006973,11.0,USD,CARD,PAID,2018-11-29 18:54:00,TXN-000000086329,2018-11-29 17:50:00
PAY000086330,22fdf411-4a68-4fa2-a1ce-f764d6791956,CUS0005274,7.0,USD,CARD,PAID,2018-12-14 04:17:11,TXN-000000086330,2018-12-14 03:51:11
PAY000086331,9d7a4af4-b322-4ee9-801a-55494d755527,CUS0003660,9.0,USD,CARD,PAID,2018-11-28 01:34:22,TXN-000000086331,2018-11-28 00:24:22
PAY000086332,5e365fe1-c8d4-4251-a08a-e5f21d31402b,CUS0006586,23.0,USD,CASH,PAID,2018-12-16 21:35:08,TXN-000000086332,2018-12-16 20:13:08
PAY000086333,8ed19693-163a-4396-89ba-35b9f25fc5e7,CUS0006667,9.0,USD,CARD,PAID,2018-12-13 20:30:03,TXN-000000086333,2018-12-13 19:27:03
PAY000086334,b8b73bbb-31b5-40b3-b295-ccb219ab3411,CUS0005250,30.5,USD,WALLET,PAID,2018-12-02 13:09:57,TXN-000000086334,2018-12-02 12:32:57
PAY000086335,de09a0f2-f8b1-42be-ba88-d905315217ee,CUS0007421,32.0,USD,CARD,PAID,2018-12-03 02:32:57,TXN-000000086335,2018-12-03 01:43:57
PAY000086336,c0aa4e94-5bcf-4bf5-ace9-3f48adb44b0b,CUS0007172,,USD,CARD,PENDING,,TXN-000000086336,2018-11-28 16:57:25
PAY000086337,3540feae-541b-4f51-a3cf-66ddac2ed5fc,CUS0004543,13.5,USD,WALLET,PAID,2018-11-28 14:14:07,TXN-000000086337,2018-11-28 13:43:07
PAY000086338,b3319975-e82a-4f0a-96de-bcd5fcd7f59b,CUS0008286,11.0,USD,CASH,PAID,2018-11-30 18:15:05,TXN-000000086338,2018-11-30 16:59:05
PAY000086339,9ebcb2e1-c159-4d6b-9911-566c0988a775,CUS0000327,30.5,USD,CASH,PAID,2018-12-03 18:27:02,TXN-000000086339,2018-12-03 16:45:02
PAY000086340,03cc580c-3d9e-4e60-a3eb-da083c888bac,CUS0007897,13.5,USD,CARD,PAID,2018-12-18 19:31:08,TXN-000000086340,2018-12-18 18:32:08
PAY000086341,04f9a184-ef82-46ac-81df-22a0d67a7fd9,CUS0008170,0.0,USD,CARD,CANCELLED,,TXN-000000086341,2018-11-29 02:42:20
PAY000086342,91cf06c0-be1c-4fbe-9681-fe2f33043139,CUS0004437,,USD,BANK_TRANSFER,PENDING,,TXN-000000086342,2018-12-14 23:41:11
PAY000086343,bd3daa9e-0003-4490-b5e7-b16ada147b6f,CUS0003954,5.0,USD,CARD,PAID,2018-11-30 05:11:57,TXN-000000086343,2018-11-30 03:16:57
PAY000086344,050225f9-d965-4d2c-8c82-7c9ce6d29280,CUS0001549,32.5,USD,CARD,PAID,2018-12-18 01:25:06,TXN-000000086344,2018-12-17 23:57:06
PAY000086345,171fc4dc-b209-4836-b385-db2633d61a0f,CUS0004457,16.5,USD,CASH,PAID,2018-12-01 06:53:02,TXN-000000086345,2018-12-01 06:57:02
PAY000086346,86fb52c7-ada4-4b45-9d11-160e15e3ab60,CUS0001589,9.0,USD,CARD,PAID,2018-11-28 13:07:08,TXN-000000086346,2018-11-28 12:03:08
PAY000086347,3a7e7c7d-7bb2-41b4-8475-6964c25f80fa,CUS0008518,0.0,USD,WALLET,CANCELLED,,TXN-000000086347,2018-11-26 11:35:09
PAY000086348,316b3291-4db6-43be-bbd5-ff6554bcf5bb,CUS0002381,30.0,USD,CARD,PAID,2018-11-29 01:31:07,TXN-000000086348,2018-11-29 00:40:07
PAY000086349,bb34b882-76fa-4658-899b-95cb619dc01b,CUS0002833,9.0,USD,CARD,PAID,2018-11-27 09:41:21,TXN-000000086349,2018-11-27 08:26:21
PAY000086350,56639306-0481-4c3e-8220-9896dbadc27a,CUS0001390,,USD,CARD,PENDING,,TXN-000000086350,2018-11-28 11:02:07
PAY000086351,290c3bea-5c93-400e-8987-a8a0ea535c33,CUS0005941,45.0,USD,CASH,PAID,2018-11-30 21:13:11,TXN-000000086351,2018-11-30 20:37:11
PAY000086352,5b14b273-ff4c-407e-8456-3e035bea6611,CUS0008908,9.5,USD,CARD,PAID,2018-11-28 12:20:08,TXN-000000086352,2018-11-28 12:19:08
PAY000086353,5c02e336-d858-4d1f-b6ab-6c8060ccf293,CUS0000686,0.0,USD,CASH,CANCELLED,,TXN-000000086353,2018-12-16 15:51:11
PAY000086354,1bd33e3e-c1ed-4f51-a3d6-b2819237c33d,CUS0008612,6.5,USD,WALLET,PAID,2018-12-03 08:44:58,TXN-000000086354,2018-12-03 07:08:58
PAY000086355,550d0b82-91d9-4f1e-a230-ac38f033a89b,CUS0000363,27.0,USD,CARD,PAID,2018-12-17 10:36:05,TXN-000000086355,2018-12-17 10:13:05
PAY000086356,4598ddd6-7f06-4c07-a065-439241a0b26a,CUS0006101,35.5,USD,CARD,PAID,2018-11-28 14:25:25,TXN-000000086356,2018-11-28 12:33:25
PAY000086357,8707191b-641f-4827-833c-304d096d29fe,CUS0004322,0.0,USD,CARD,CANCELLED,,TXN-000000086357,2018-11-28 13:31:08
PAY000086358,1f338b99-17eb-41d0-b475-ccbdf3007408,CUS0005525,21.5,USD,CARD,PAID,2018-12-16 17:16:10,TXN-000000086358,2018-12-16 16:15:10
PAY000086359,55761508-8486-409c-b0cd-1a5cf3882f34,CUS0005277,13.5,USD,CASH,PAID,2018-12-15 03:04:12,TXN-000000086359,2018-12-15 02:44:12
PAY000086360,665810a7-e799-4d96-a502-560a27a1789c,CUS0005603,22.5,USD,CARD,PAID,2018-11-28 23:44:07,TXN-000000086360,2018-11-28 22:42:07
PAY000086361,d7ced63b-898d-496a-a4f4-505a087ee2b7,CUS0003668,7.5,USD,CARD,PAID,2018-12-03 13:27:56,TXN-000000086361,2018-12-03 13:12:56
PAY000086362,69cfae60-7e54-4db9-b325-179ba053c5ec,CUS0007708,,USD,CARD,PENDING,,TXN-000000086362,2018-11-28 16:38:25
PAY000086363,a6d27d1b-d778-4fc8-8d73-4bee3b91a3fa,CUS0002128,23.5,USD,CARD,PAID,2018-12-15 21:30:13,TXN-000000086363,2018-12-15 20:57:13
PAY000086364,a84d6383-820d-4559-97d6-34d78baaceae,CUS0005629,13.5,USD,WALLET,PAID,2018-11-28 10:13:13,TXN-000000086364,2018-11-28 09:43:13
PAY000086365,fb8a57cb-0cfa-4e76-9da1-51d40c7386d6,CUS0007998,,USD,CASH,PENDING,,TXN-000000086365,2018-12-16 17:06:03
PAY000086366,c233efd5-1e01-415b-85f5-a91368250052,CUS0000656,28.0,USD,WALLET,PAID,2018-11-29 19:05:58,TXN-000000086366,2018-11-29 17:33:58
PAY000086367,82e4d801-b9a0-40b1-b6ea-8f70d9ecfa2c,CUS0008830,,USD,CARD,PENDING,,TXN-000000086367,2018-11-26 18:22:09
PAY000086368,5c38ef75-f56f-4420-bd7c-02ed26c5e303,CUS0006083,10.5,USD,CARD,PAID,2018-11-27 21:09:22,TXN-000000086368,2018-11-27 19:18:22
PAY000086369,9c6f59c4-bb2b-43d4-bc9e-63987a63dcce,CUS0001883,38.5,USD,CARD,PAID,2018-12-02 11:55:59,TXN-000000086369,2018-12-02 10:43:59
PAY000086370,cd23afca-2d63-450e-a7e6-f64511fd920c,CUS0006091,9.5,USD,CARD,PAID,2018-12-17 02:44:10,TXN-000000086370,2018-12-17 02:34:10
PAY000086371,57cd4ade-93a1-4645-a6c7-4bb135a55db4,CUS0003871,,USD,CARD,PENDING,,TXN-000000086371,2018-12-04 00:35:57
PAY000086372,01cac0d9-8125-4fa2-bb7e-ac99d309b151,CUS0008794,20.5,USD,CARD,PAID,2018-11-27 14:04:24,TXN-000000086372,2018-11-27 13:49:24
PAY000086373,e908335e-d5ef-4932-b94e-c438d6c19730,CUS0004894,,USD,CARD,PENDING,,TXN-000000086373,2018-11-29 10:31:56
PAY000086374,a17f64e2-0bfc-4d50-9a36-29c88aae14a1,CUS0001839,3.5,USD,CASH,PAID,2018-12-01 03:20:59,TXN-000000086374,2018-12-01 03:09:59
PAY000086375,a2404bab-f1ca-44ac-96ef-4e2adf2f4367,CUS0004929,22.5,USD,CARD,PAID,2018-12-18 06:10:10,TXN-000000086375,2018-12-18 05:06:10
PAY000086376,6220816b-6f78-48f2-91a9-c663e2a03c42,CUS0003173,8.5,USD,CARD,PAID,2018-11-28 12:48:08,TXN-000000086376,2018-11-28 12:09:08
PAY000086377,bcb778c1-a91a-47cc-9b16-304777e157b7,CUS0003325,27.5,USD,CARD,PAID,2018-11-30 10:07:56,TXN-000000086377,2018-11-30 08:21:56
PAY000086378,98451cd6-3b76-4d9d-9735-d1532d217f80,CUS0007690,12.5,USD,WALLET,PAID,2018-11-28 00:16:22,TXN-000000086378,2018-11-27 22:44:22
PAY000086379,28f9e2cf-bd05-455a-8f95-8fd9a70ee2dc,CUS0001143,0.0,USD,CARD,CANCELLED,,TXN-000000086379,2018-12-02 06:02:08
PAY000086380,b87074f8-8b29-40ac-99d3-831735134450,CUS0008719,,USD,CARD,PENDING,,TXN-000000086380,2018-12-16 18:42:03
PAY000086381,392db06e-d920-4649-b10d-0ad9f74634a8,CUS0001203,9.0,USD,CARD,PAID,2018-12-13 19:13:09,TXN-000000086381,2018-12-13 18:46:09
PAY000086382,a0fe2434-cd2f-4b6f-b149-122e9b19a0c9,CUS0005767,7.0,USD,CARD,PAID,2018-12-13 12:35:05,TXN-000000086382,2018-12-13 12:17:05
PAY000086383,b137c9ab-308a-4aa6-b96c-9bbbe672a44b,CUS0001726,0.0,USD,CARD,CANCELLED,,TXN-000000086383,2018-12-01 19:33:03
PAY000086384,38f2d6e0-0ca6-4b5d-823e-6b4e023e57b2,CUS0001445,15.0,USD,CARD,PAID,2018-11-27 11:32:23,TXN-000000086384,2018-11-27 10:07:23
PAY000086385,1e770e03-c5dd-4b5d-8bea-9b86dbf24f45,CUS0003818,13.5,USD,WALLET,PAID,2018-12-17 06:12:03,TXN-000000086385,2018-12-17 06:13:03
PAY000086386,30646129-08c4-47cf-ba43-164349d74a4f,CUS0001790,0.0,USD,CARD,CANCELLED,,TXN-000000086386,2018-11-27 05:40:23
PAY000086387,b981dc64-3687-41f1-95e6-b09654fe44e0,CUS0005964,7.0,USD,WALLET,PAID,2018-12-02 16:26:06,TXN-000000086387,2018-12-02 14:45:06
PAY000086388,7d90640a-a58f-4e58-ab06-010f05303e19,CUS0008477,0.0,USD,CARD,CANCELLED,,TXN-000000086388,2018-12-13 16:38:03
PAY000086389,1dbdaf9f-1c8f-498d-9477-f493e1181b18,CUS0002590,27.5,USD,CARD,PAID,2018-12-18 19:01:12,TXN-000000086389,2018-12-18 18:52:12
PAY000086390,f5c00a40-79f8-48e0-bb3b-cd3fdb53f183,CUS0000808,26.0,USD,CARD,PAID,2018-12-14 16:54:08,TXN-000000086390,2018-12-14 15:40:08
PAY000086391,cfa2b07f-fe52-4dc9-b19a-92b557cc49cf,CUS0007994,32.5,USD,CASH,PAID,2018-12-18 05:44:04,TXN-000000086391,2018-12-18 04:40:04
PAY000086392,1bfcc465-3819-4761-8ec9-20abc04d84e4,CUS0007317,10.5,USD,CASH,PAID,2018-12-13 20:26:11,TXN-000000086392,2018-12-13 18:55:11
PAY000086393,8b1d26be-e7aa-4219-9c5b-d54fa44af7a2,CUS0006156,13.5,USD,CARD,PAID,2018-12-14 11:01:09,TXN-000000086393,2018-12-14 09:49:09
PAY000086394,e6a85bd1-9537-427a-a2e1-f3dfee3eb8e3,CUS0005997,7.0,USD,WALLET,PAID,2018-12-17 21:45:11,TXN-000000086394,2018-12-17 21:22:11
PAY000086395,b5e433c7-3075-45bc-886a-d02e60f548e2,CUS0007131,9.5,USD,CARD,PAID,2018-12-16 07:09:10,TXN-000000086395,2018-12-16 06:23:10
PAY000086396,bfc9112a-3db4-4342-af5e-54e077ce3e6a,CUS0003252,25.0,USD,CARD,PAID,2018-11-27 23:11:24,TXN-000000086396,2018-11-27 22:55:24
PAY000086397,7c6425d5-dda7-4005-95c5-91f34d9fc2b1,CUS0003661,0.0,USD,WALLET,CANCELLED,,TXN-000000086397,2018-11-27 07:35:22
PAY000086398,43014d64-031c-4f64-b297-d102bf0e9154,CUS0005377,20.5,USD,CARD,PAID,2018-12-17 00:05:13,TXN-000000086398,2018-12-16 22:34:13
PAY000086399,5f04e54a-3907-480f-8844-04f795201f09,CUS0005358,7.5,USD,WALLET,PAID,2018-12-02 15:57:04,TXN-000000086399,2018-12-02 15:50:04
PAY000086400,1d31b28f-8dff-42d1-8755-b5c3faa950b7,CUS0002074,13.0,USD,CASH,PAID,2018-12-01 21:16:00,TXN-000000086400,2018-12-01 20:14:00
PAY000086401,7144efbd-7a61-429a-b40b-e541ff6089a8,CUS0006720,13.5,USD,WALLET,PAID,2018-11-28 00:28:23,TXN-000000086401,2018-11-27 23:08:23
PAY000086402,261feb5a-90c4-4a51-b890-629a83346b6b,CUS0002759,11.0,USD,CARD,PAID,2018-11-28 19:14:08,TXN-000000086402,2018-11-28 18:47:08
PAY000086403,15eaf150-c4e2-41af-b7d1-9ffe4fc355a4,CUS0002706,28.5,USD,WALLET,PAID,2018-12-01 08:13:57,TXN-000000086403,2018-12-01 07:43:57
PAY000086404,3488db5c-7127-4194-91cc-312f8b6ad936,CUS0007340,16.5,USD,CASH,PAID,2018-12-15 05:47:06,TXN-000000086404,2018-12-15 05:34:06
PAY000086405,d518bedb-90fb-4015-8785-c09a0befc418,CUS0000044,21.5,USD,CARD,PAID,2018-11-28 11:07:35,TXN-000000086405,2018-11-28 09:58:35
PAY000086406,50c4db14-d2bc-4b80-9e6b-0acbe81463bb,CUS0002676,7.5,USD,CASH,PAID,2018-12-01 05:25:04,TXN-000000086406,2018-12-01 04:24:04
PAY000086407,9332f479-69f8-4ad1-a22e-39a52be6898a,CUS0006042,32.0,USD,CARD,PAID,2018-11-28 20:22:07,TXN-000000086407,2018-11-28 19:14:07
PAY000086408,a1e2b186-8d1f-42cc-b957-d5c9504bfd2f,CUS0008337,15.0,USD,WALLET,PAID,2018-11-29 23:28:56,TXN-000000086408,2018-11-29 22:47:56
PAY000086409,06be996d-2957-4c16-8927-c3f47973e3b2,CUS0006836,16.5,USD,WALLET,PAID,2018-12-14 08:50:06,TXN-000000086409,2018-12-14 06:53:06
PAY000086410,b643a1f9-4532-4e62-9441-5991bbd2f6d0,CUS0005543,0.0,USD,CARD,CANCELLED,,TXN-000000086410,2018-11-28 12:17:25
PAY000086411,538a4e43-1429-4e27-a85f-2536b57fc802,CUS0001373,7.0,USD,BANK_TRANSFER,PAID,2018-12-01 06:07:58,TXN-000000086411,2018-12-01 04:21:58
PAY000086412,cf91c45e-167e-42a9-987f-054ad8354f6b,CUS0004002,10.5,USD,CARD,PAID,2018-12-17 02:56:07,TXN-000000086412,2018-12-17 02:59:07
PAY000086413,e7910c99-55f0-45e8-b249-2fa69a957bd8,CUS0008838,13.5,USD,WALLET,PAID,2018-12-03 12:22:00,TXN-000000086413,2018-12-03 12:09:00
PAY000086414,5e12c6a6-e5a3-45f6-a398-b8d81220c16f,CUS0005377,11.0,USD,CARD,PAID,2018-12-01 17:31:04,TXN-000000086414,2018-12-01 16:59:04
PAY000086415,a6623dd8-06c4-435d-8c83-a53308dabbbb,CUS0008102,17.0,USD,CARD,PAID,2018-11-30 19:37:04,TXN-000000086415,2018-11-30 18:41:04
PAY000086416,5732eefc-2a1d-41c5-a62d-bfa27d8487c5,CUS0006161,8.0,USD,CASH,PAID,2018-12-16 19:18:07,TXN-000000086416,2018-12-16 18:48:07
PAY000086417,b684bb10-7acc-466e-ad18-795117c31a07,CUS0005578,22.5,USD,BANK_TRANSFER,PAID,2018-12-10 01:18:27,TXN-000000086417,2018-12-09 23:36:27
PAY000086418,7b9f36cd-52ae-446d-9952-ad750900832a,CUS0001879,5.0,USD,CARD,PAID,2018-12-04 00:42:59,TXN-000000086418,2018-12-03 23:12:59
PAY000086419,bb8cdb16-911a-4c3c-aacb-7bb26dfa741f,CUS0000122,16.5,USD,CASH,PAID,2018-12-18 09:25:08,TXN-000000086419,2018-12-18 07:34:08
PAY000086420,f989a856-a12a-4534-94d0-07c65751698a,CUS0006318,16.5,USD,BANK_TRANSFER,PAID,2018-11-30 09:02:02,TXN-000000086420,2018-11-30 08:30:02
PAY000086421,1eec8592-12d3-4a4c-b998-e7b8c3f70970,CUS0006924,27.5,USD,CARD,PAID,2018-12-17 15:17:05,TXN-000000086421,2018-12-17 13:59:05
PAY000086422,1029ca6c-0e55-430f-9dc6-cb65009a737b,CUS0007988,13.5,USD,BANK_TRANSFER,PAID,2018-12-17 08:23:03,TXN-000000086422,2018-12-17 07:48:03
PAY000086423,be738f28-3bc1-4618-b329-f08eac4277a0,CUS0000757,19.5,USD,WALLET,PAID,2018-11-28 20:07:10,TXN-000000086423,2018-11-28 18:47:10
PAY000086424,27660ac0-80eb-4588-8c2b-b8c3564ee929,CUS0006120,9.0,USD,CARD,PAID,2018-12-03 07:51:05,TXN-000000086424,2018-12-03 06:27:05
PAY000086425,94e49a09-d1c4-410c-b1f5-c07a5b8672da,CUS0003602,10.5,USD,CARD,PAID,2018-12-17 17:24:11,TXN-000000086425,2018-12-17 16:58:11
PAY000086426,aa520c6b-f3bd-41d9-88ed-f16df81b8422,CUS0007359,16.5,USD,WALLET,PAID,2018-11-29 05:19:07,TXN-000000086426,2018-11-29 03:42:07
PAY000086427,df168bba-c645-4cc9-901a-158c66d5d3ec,CUS0005222,27.5,USD,CARD,PAID,2018-11-29 02:53:08,TXN-000000086427,2018-11-29 01:58:08
