vendor_id,pickup_at,dropoff_at,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,cbd_congestion_fee
"Creative Mobile Technologies, LLC",2025-01-23T09:38:24Z,2025-01-23T10:00:03Z,0.0,3.3,Standard rate,N,Manhattan (Upper West Side North),Bronx (Mott Haven/Port Morris),Credit card,21.9,0.0,0.5,4.65,0.0,1.0,28.05,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-01T10:00:30Z,2025-01-01T10:05:14Z,1.0,0.56,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Lenox Hill East),Credit card,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-26T05:00:03Z,2025-01-26T05:06:22Z,1.0,1.05,Standard rate,N,Manhattan (Lower East Side),Manhattan (Alphabet City),Cash,7.9,1.0,0.5,0.0,0.0,1.0,13.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-28T20:08:05Z,2025-01-28T20:13:59Z,1.0,0.84,Standard rate,N,Manhattan (Midtown Center),Manhattan (Garment District),Credit card,7.2,1.0,0.5,2.59,0.0,1.0,15.54,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-20T14:45:53Z,2025-01-20T14:53:02Z,2.0,0.95,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Midtown Center),Credit card,7.9,0.0,0.5,3.0,0.0,1.0,15.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T01:26:08Z,2025-01-01T01:34:13Z,4.0,0.93,Standard rate,N,Manhattan (Midtown South),Manhattan (Murray Hill),Credit card,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-09T20:51:09Z,2025-01-09T20:59:01Z,2.0,0.98,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Yorkville West),Credit card,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T20:04:26Z,2025-01-24T20:11:06Z,6.0,1.44,Standard rate,N,Manhattan (Central Park),Manhattan (Lincoln Square East),Credit card,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T22:03:19Z,2025-01-13T22:17:21Z,1.0,2.75,Standard rate,N,Manhattan (Clinton East),Manhattan (Lenox Hill East),Credit card,15.6,1.0,0.5,4.0,0.0,1.0,25.35,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T20:53:30Z,2025-01-18T21:00:47Z,1.0,0.97,Standard rate,N,Manhattan (Upper West Side North),Manhattan (Morningside Heights),Credit card,13.5,3.25,0.5,5.5,0.0,1.0,23.75,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-15T19:27:04Z,2025-01-15T19:36:07Z,,1.1,Unknown Ratecode,,Manhattan (West Chelsea/Hudson Yards),Manhattan (Midtown South),Flex Fare trip,9.86,0.0,0.5,0.0,0.0,1.0,14.61,,,0.75
"Curb Mobility, LLC",2025-01-06T18:02:03Z,2025-01-06T18:09:20Z,1.0,1.19,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Lenox Hill West),Dispute,-8.6,-2.5,-0.5,0.0,0.0,-1.0,-15.1,-2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-15T15:38:12Z,2025-01-15T15:53:36Z,1.0,4.06,Standard rate,N,Manhattan (UN/Turtle Bay South),Brooklyn (Greenpoint),Cash,19.1,0.0,0.5,0.0,6.94,1.0,30.79,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-31T15:17:08Z,2025-01-31T15:30:52Z,1.0,1.79,Standard rate,N,Manhattan (Murray Hill),Manhattan (Gramercy),Credit card,14.2,0.0,0.5,2.0,0.0,1.0,20.95,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-22T11:53:57Z,2025-01-22T12:17:38Z,2.0,3.24,Standard rate,N,Manhattan (Yorkville West),Manhattan (Times Sq/Theatre District),Credit card,21.9,0.0,0.5,6.66,0.0,1.0,33.31,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-03T18:28:15Z,2025-01-03T18:37:48Z,1.0,1.39,Standard rate,N,Manhattan (Murray Hill),Manhattan (East Village),Credit card,10.7,2.5,0.5,1.5,0.0,1.0,18.7,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-13T12:32:53Z,2025-01-13T12:44:01Z,1.0,2.3,Standard rate,N,Manhattan (East Chelsea),Manhattan (Battery Park City),Credit card,13.5,0.0,0.5,3.65,0.0,1.0,21.9,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-11T12:46:24Z,2025-01-11T13:03:43Z,1.0,3.8,Standard rate,N,Manhattan (Gramercy),Manhattan (Financial District North),Credit card,18.4,3.25,0.5,4.65,0.0,1.0,27.8,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-12T06:08:45Z,2025-01-12T06:14:58Z,1.0,0.91,Standard rate,N,Manhattan (Murray Hill),Manhattan (Penn Station/Madison Sq West),Credit card,7.9,0.0,0.5,2.53,0.0,1.0,15.18,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-14T16:08:37Z,2025-01-14T16:44:37Z,1.0,6.73,Standard rate,N,Manhattan (Clinton East),Brooklyn (Williamsburg (South Side)),Credit card,37.3,2.5,0.5,8.91,0.0,1.0,53.46,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-04T09:03:41Z,2025-01-04T09:07:27Z,1.0,0.8,Standard rate,N,Manhattan (Flatiron),Manhattan (Gramercy),Invalid Payment (Dispute/Test),6.5,0.0,0.5,1.58,0.0,1.0,12.08,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-25T23:03:10Z,2025-01-25T23:18:02Z,1.0,1.7,Standard rate,N,Manhattan (Greenwich Village South),Manhattan (Union Sq),Credit card,12.8,4.25,0.5,3.7,0.0,1.0,22.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-14T16:18:08Z,2025-01-14T16:27:16Z,,1.49,Unknown Ratecode,,Manhattan (Upper East Side North),Manhattan (East Harlem South),Flex Fare trip,8.38,0.0,0.5,0.0,0.0,1.0,12.38,,,0.0
"Curb Mobility, LLC",2025-01-16T14:00:59Z,2025-01-16T14:17:31Z,1.0,1.98,Standard rate,N,Manhattan (East Chelsea),Manhattan (Greenwich Village South),Credit card,15.6,0.0,0.5,4.07,0.0,1.0,24.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-22T20:37:58Z,2025-01-22T20:46:39Z,1.0,1.46,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown East),Credit card,10.7,1.0,0.5,3.29,0.0,1.0,19.74,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-10T11:59:52Z,2025-01-10T12:07:16Z,1.0,1.1,Standard rate,N,Manhattan (Central Park),Manhattan (Lincoln Square East),Credit card,9.3,2.5,0.5,3.3,0.0,1.0,16.6,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-20T19:20:46Z,2025-01-20T19:40:20Z,1.0,10.42,Standard rate,N,Queens (LaGuardia Airport),Brooklyn (Fort Greene),Credit card,41.5,5.0,0.5,9.95,0.0,1.0,59.7,0.0,1.75,0.0
"Curb Mobility, LLC",2025-01-29T08:32:40Z,2025-01-29T08:38:35Z,1.0,0.75,Standard rate,N,Manhattan (Midtown East),Manhattan (Sutton Place/Turtle Bay North),Dispute,-7.2,0.0,-0.5,0.0,0.0,-1.0,-11.95,-2.5,0.0,-0.75
"Curb Mobility, LLC",2025-01-30T17:32:56Z,2025-01-30T17:52:23Z,,0.01,Unknown Ratecode,,Manhattan (East Harlem South),Manhattan (Clinton East),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,5.74,,,0.75
"Curb Mobility, LLC",2025-01-15T12:40:25Z,2025-01-15T13:05:28Z,1.0,0.0,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Hudson Sq),Credit card,19.8,0.0,0.5,3.68,0.0,1.0,28.23,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T20:53:30Z,2025-01-18T21:00:47Z,,0.97,Unknown Ratecode,,Manhattan (Upper West Side North),Manhattan (Morningside Heights),Flex Fare trip,18.26,0.0,0.5,0.0,0.0,1.0,23.01,,,0.75
"Curb Mobility, LLC",2025-01-05T21:04:19Z,2025-01-05T21:11:43Z,1.0,1.59,Standard rate,N,Manhattan (Midtown North),Manhattan (Upper East Side North),Credit card,10.0,1.0,0.5,3.15,0.0,1.0,18.9,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-26T03:23:47Z,2025-01-26T03:38:52Z,,1.9,Unknown Ratecode,,Manhattan (West Village),Manhattan (Kips Bay),Flex Fare trip,12.62,0.0,0.5,0.0,0.0,1.0,17.37,,,0.75
"Curb Mobility, LLC",2025-01-29T15:25:45Z,2025-01-29T15:42:54Z,,2.66,Unknown Ratecode,,Manhattan (Flatiron),Manhattan (TriBeCa/Civic Center),Flex Fare trip,22.86,0.0,0.5,4.0,0.0,1.0,31.61,,,0.75
"Curb Mobility, LLC",2025-01-19T12:53:33Z,2025-01-19T13:02:47Z,,1.41,Unknown Ratecode,,Manhattan (Murray Hill),Manhattan (West Village),Flex Fare trip,9.91,0.0,0.5,0.0,0.0,1.0,14.66,,,0.75
"Creative Mobile Technologies, LLC",2025-01-16T15:27:13Z,2025-01-16T16:03:35Z,1.0,4.2,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (Midtown East),Credit card,28.9,3.25,0.5,6.75,0.0,1.0,40.4,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-04T19:02:23Z,2025-01-04T19:17:43Z,1.0,2.17,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Yorkville West),Credit card,14.9,0.0,0.5,3.78,0.0,1.0,22.68,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-24T00:15:01Z,2025-01-24T00:38:59Z,1.0,4.5,Standard rate,N,Manhattan (Midtown Center),Manhattan (Financial District North),Credit card,23.3,4.25,0.5,5.8,0.0,1.0,34.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-13T22:14:28Z,2025-01-13T22:23:11Z,1.0,1.32,Standard rate,N,Manhattan (Garment District),Manhattan (Sutton Place/Turtle Bay North),Credit card,10.0,1.0,0.5,1.5,0.0,1.0,17.25,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-09T14:46:38Z,2025-01-09T14:56:15Z,1.0,1.14,Standard rate,N,Manhattan (UN/Turtle Bay South),Manhattan (Midtown Center),Credit card,10.0,0.0,0.5,2.95,0.0,1.0,17.7,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T08:06:41Z,2025-01-30T08:23:16Z,1.0,2.14,Standard rate,N,Manhattan (East Village),Manhattan (Union Sq),Credit card,16.3,0.0,0.5,1.0,0.0,1.0,22.05,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-15T17:04:42Z,2025-01-15T17:09:38Z,1.0,0.77,Standard rate,N,Manhattan (Union Sq),Manhattan (Penn Station/Madison Sq West),Credit card,7.2,2.5,0.5,2.89,0.0,1.0,17.34,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-30T09:15:46Z,2025-01-30T09:40:41Z,1.0,3.16,Standard rate,N,Manhattan (Midtown North),Manhattan (SoHo),Credit card,22.6,0.0,0.5,2.74,0.0,1.0,30.09,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-14T20:55:51Z,2025-01-14T21:20:40Z,2.0,3.91,Standard rate,N,Manhattan (East Chelsea),Manhattan (Yorkville West),Credit card,24.7,1.0,0.5,6.09,0.0,1.0,36.54,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T06:09:26Z,2025-01-29T06:23:52Z,,4.48,Unknown Ratecode,,Manhattan (Yorkville East),Manhattan (Union Sq),Flex Fare trip,16.89,0.0,0.5,0.0,0.0,1.0,21.64,,,0.75
"Curb Mobility, LLC",2025-01-20T05:38:10Z,2025-01-20T05:38:23Z,4.0,0.12,Negotiated fare,N,Queens (Jackson Heights),Queens (Jackson Heights),Cash,-64.0,-5.0,0.0,0.0,-6.94,-1.0,-76.94,0.0,0.0,0.0
"Curb Mobility, LLC",2025-01-14T05:36:51Z,2025-01-14T06:09:01Z,1.0,16.9,JFK,N,Manhattan (Times Sq/Theatre District),Queens (JFK Airport),Credit card,70.0,0.0,0.5,0.0,6.94,1.0,81.69,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T14:47:39Z,2025-01-18T14:51:23Z,1.0,0.64,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Midtown Center),Dispute,-5.8,0.0,-0.5,0.0,0.0,-1.0,-10.55,-2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-01T02:15:09Z,2025-01-01T02:48:08Z,2.0,9.79,Standard rate,N,Manhattan (Clinton East),Bronx (Kingsbridge Heights),Credit card,46.4,1.0,0.5,5.0,0.0,1.0,56.4,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-01T12:15:38Z,2025-01-01T12:28:14Z,1.0,3.4,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Union Sq),Credit card,17.0,0.0,0.5,3.15,0.0,1.0,24.15,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-27T10:15:53Z,2025-01-27T10:21:57Z,1.0,1.9,Standard rate,N,Queens (Springfield Gardens South),Queens (JFK Airport),No charge,10.7,0.0,0.5,0.0,0.0,1.0,12.2,0.0,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-24T08:51:36Z,2025-01-24T09:08:25Z,,3.8,Unknown Ratecode,,Manhattan (Gramercy),Manhattan (World Trade Center),Invalid Payment (Dispute/Test),22.68,0.0,0.5,0.0,0.0,1.0,27.43,,,0.75
"Curb Mobility, LLC",2025-01-02T16:03:58Z,2025-01-02T16:26:29Z,,0.0,Unknown Ratecode,,Manhattan (Upper East Side North),Manhattan (Midtown South),Flex Fare trip,7.38,0.0,0.5,0.0,0.0,1.0,11.38,,,0.0
"Curb Mobility, LLC",2025-01-16T16:42:26Z,2025-01-16T16:53:07Z,,1.17,Unknown Ratecode,,Manhattan (Upper East Side South),Manhattan (Midtown North),Flex Fare trip,9.24,0.0,0.5,0.0,0.0,1.0,13.99,,,0.75
"Curb Mobility, LLC",2025-01-10T13:36:17Z,2025-01-10T13:43:42Z,1.0,1.23,Standard rate,N,Manhattan (Upper West Side South),Manhattan (Manhattan Valley),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-25T13:11:37Z,2025-01-25T13:17:25Z,1.0,1.07,Standard rate,N,Manhattan (Lincoln Square West),Manhattan (Clinton West),Credit card,7.9,0.0,0.5,0.0,0.0,1.0,12.65,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T14:53:51Z,2025-01-23T15:10:28Z,1.0,2.15,Standard rate,N,Manhattan (Lenox Hill East),Manhattan (Lincoln Square East),Credit card,16.3,0.0,0.5,4.21,0.0,1.0,25.26,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-02T11:56:32Z,2025-01-02T12:05:27Z,1.0,1.17,Standard rate,N,Manhattan (Garment District),Manhattan (Flatiron),Credit card,-15.0,0.0,0.5,1.5,0.0,1.0,-18.5,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-20T21:01:41Z,2025-01-20T21:30:59Z,2.0,13.21,Newark,N,Queens (LaGuardia Airport),Manhattan (East Chelsea),Credit card,74.1,6.0,0.0,7.0,6.94,1.0,97.54,0.0,1.75,0.75
"Curb Mobility, LLC",2025-01-29T15:20:15Z,2025-01-29T15:38:10Z,1.0,1.69,Standard rate,N,Manhattan (Midtown North),Manhattan (Midtown South),Credit card,15.6,0.0,0.5,4.07,0.0,1.0,24.42,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-29T17:49:48Z,2025-01-29T18:11:28Z,1.0,2.59,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Greenwich Village North),Credit card,20.5,2.5,0.5,5.55,0.0,1.0,33.3,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-08T13:46:31Z,2025-01-08T14:00:49Z,,1.01,Unknown Ratecode,,Manhattan (Little Italy/NoLiTa),Manhattan (TriBeCa/Civic Center),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,1.0,,,0.75
"Curb Mobility, LLC",2025-01-22T11:50:31Z,2025-01-22T11:54:28Z,1.0,0.46,Standard rate,N,Manhattan (Greenwich Village North),Manhattan (Greenwich Village South),Credit card,5.8,0.0,0.5,2.11,0.0,1.0,12.66,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-19T13:02:49Z,2025-01-19T13:15:44Z,0.0,2.3,Standard rate,N,Manhattan (Central Park),Manhattan (Manhattan Valley),Cash,14.9,2.5,0.5,0.0,0.0,1.0,18.9,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-27T18:53:07Z,2025-01-27T19:02:59Z,2.0,2.0,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (TriBeCa/Civic Center),Credit card,12.1,2.5,0.5,3.87,0.0,1.0,23.22,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-23T19:08:57Z,2025-01-23T19:19:10Z,3.0,1.18,Standard rate,N,Manhattan (TriBeCa/Civic Center),Manhattan (West Village),Dispute,-10.7,-2.5,-0.5,0.0,0.0,-1.0,-17.95,-2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-22T07:45:12Z,2025-01-22T08:51:47Z,1.0,16.88,JFK,N,Queens (JFK Airport),Manhattan (Clinton East),Credit card,70.0,0.0,0.5,16.69,6.94,1.0,100.13,2.5,1.75,0.75
"Curb Mobility, LLC",2025-01-04T17:46:25Z,2025-01-04T18:15:50Z,1.0,6.72,Standard rate,N,Manhattan (Murray Hill),Manhattan (Central Harlem North),Credit card,34.5,0.0,0.5,9.62,0.0,1.0,48.12,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-24T12:54:14Z,2025-01-24T13:07:53Z,1.0,4.03,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Upper West Side North),Credit card,19.8,0.0,0.5,5.0,0.0,1.0,29.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-27T16:38:58Z,2025-01-27T16:59:41Z,1.0,2.79,Standard rate,N,Manhattan (Flatiron),Manhattan (Seaport),Credit card,19.8,2.5,0.5,5.41,0.0,1.0,32.46,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T00:45:19Z,2025-01-26T01:00:02Z,1.0,3.63,Standard rate,N,Manhattan (Alphabet City),Manhattan (Lenox Hill West),Credit card,18.4,1.0,0.5,4.83,0.0,1.0,28.98,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-18T16:33:11Z,2025-01-18T16:46:58Z,3.0,1.6,Standard rate,N,Manhattan (Kips Bay),Manhattan (Lower East Side),Credit card,12.8,3.25,0.5,3.5,0.0,1.0,21.05,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-19T21:06:46Z,2025-01-19T21:12:26Z,1.0,1.58,Standard rate,N,Manhattan (Gramercy),Manhattan (Sutton Place/Turtle Bay North),Credit card,9.3,1.0,0.5,3.01,0.0,1.0,18.06,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-31T19:10:50Z,2025-01-31T19:17:57Z,1.0,1.08,Standard rate,N,Manhattan (Yorkville West),Manhattan (East Harlem South),Credit card,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-26T17:49:00Z,2025-01-26T18:30:57Z,2.0,19.51,JFK,N,Queens (JFK Airport),Manhattan (Yorkville East),Credit card,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75,0.0
"Curb Mobility, LLC",2025-01-13T14:43:32Z,2025-01-13T14:47:24Z,1.0,0.75,Standard rate,N,Manhattan (Manhattan Valley),Manhattan (Upper West Side North),Credit card,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-27T11:56:21Z,2025-01-27T12:05:35Z,1.0,0.0,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Yorkville East),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-22T19:03:00Z,2025-01-22T19:20:00Z,,2.09,Unknown Ratecode,,Manhattan (Gramercy),Manhattan (Lower East Side),Flex Fare trip,13.12,0.0,0.5,0.0,0.0,1.0,17.87,,,0.75
"Curb Mobility, LLC",2025-01-09T11:58:54Z,2025-01-09T12:10:16Z,1.0,1.77,Standard rate,N,Manhattan (Union Sq),Manhattan (TriBeCa/Civic Center),Credit card,12.8,0.0,0.5,3.51,0.0,1.0,21.06,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-25T23:08:45Z,2025-01-25T23:22:45Z,,1.56,Unknown Ratecode,,Manhattan (West Village),Manhattan (Alphabet City),Flex Fare trip,16.62,0.0,0.5,0.0,0.0,1.0,21.37,,,0.75
"Curb Mobility, LLC",2025-01-03T12:30:20Z,2025-01-03T12:37:02Z,1.0,1.55,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (Gramercy),Credit card,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-11T23:06:42Z,2025-01-11T23:16:00Z,2.0,0.0,Standard rate,N,Manhattan (Lincoln Square East),Manhattan (Lenox Hill West),Credit card,9.3,1.0,0.5,1.43,0.0,1.0,15.73,2.5,0.0,0.0
"Creative Mobile Technologies, LLC",2025-01-15T08:59:01Z,2025-01-15T09:11:12Z,1.0,1.3,Standard rate,N,Manhattan (Sutton Place/Turtle Bay North),Manhattan (Lenox Hill East),Credit card,12.8,3.25,0.5,2.0,0.0,1.0,19.55,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-27T05:43:28Z,2025-01-27T05:54:24Z,,1.6,Unknown Ratecode,,Manhattan (Manhattan Valley),Manhattan (Yorkville East),Flex Fare trip,12.47,0.0,0.5,0.0,0.0,1.0,16.47,,,0.0
"Curb Mobility, LLC",2025-01-04T07:16:24Z,2025-01-04T07:26:15Z,1.0,3.0,Standard rate,N,Manhattan (Penn Station/Madison Sq West),Manhattan (Upper East Side North),Credit card,14.9,0.0,0.5,0.0,0.0,1.0,18.9,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-07T08:31:00Z,2025-01-07T08:56:00Z,,6.89,Unknown Ratecode,,Manhattan (Lenox Hill East),Manhattan (TriBeCa/Civic Center),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,7.14,,,0.75
"Curb Mobility, LLC",2025-01-19T01:53:01Z,2025-01-19T02:08:31Z,1.0,3.31,Standard rate,N,Manhattan (Little Italy/NoLiTa),Manhattan (UN/Turtle Bay South),Credit card,17.7,1.0,0.5,2.0,0.0,1.0,25.45,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-11T09:41:32Z,2025-01-11T09:57:18Z,1.0,2.7,Standard rate,N,Manhattan (Yorkville West),Manhattan (Murray Hill),Credit card,14.9,3.25,0.5,4.9,0.0,1.0,24.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-01T16:22:18Z,2025-01-01T16:25:19Z,1.0,0.66,Standard rate,N,Manhattan (Clinton East),Manhattan (East Chelsea),Cash,5.8,0.0,0.5,0.0,0.0,1.0,9.8,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-20T23:14:06Z,2025-01-20T23:27:56Z,1.0,2.79,Standard rate,N,Manhattan (TriBeCa/Civic Center),Brooklyn (DUMBO/Vinegar Hill),Credit card,17.0,1.0,0.5,4.55,0.0,1.0,27.3,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-24T21:11:25Z,2025-01-24T21:20:58Z,1.0,1.83,Standard rate,N,Manhattan (Murray Hill),Manhattan (East Village),Credit card,11.4,1.0,0.5,3.43,0.0,1.0,20.58,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-07T17:47:21Z,2025-01-07T18:03:52Z,1.0,1.65,Standard rate,N,Manhattan (West Chelsea/Hudson Yards),Manhattan (Kips Bay),Credit card,15.6,2.5,0.5,1.0,0.0,1.0,23.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-12T14:14:12Z,2025-01-12T14:20:06Z,1.0,0.98,Standard rate,N,Manhattan (Lenox Hill West),Manhattan (Upper East Side North),Credit card,7.9,0.0,0.5,1.78,0.0,1.0,13.68,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-29T22:17:00Z,2025-01-29T22:25:47Z,,1.44,Unknown Ratecode,,Manhattan (Midtown Center),Manhattan (Union Sq),Flex Fare trip,12.24,0.0,0.5,0.0,0.0,1.0,16.99,,,0.75
"Curb Mobility, LLC",2025-01-23T19:50:46Z,2025-01-23T20:04:38Z,2.0,1.77,Standard rate,N,Manhattan (Midtown South),Manhattan (Greenwich Village North),Credit card,13.5,2.5,0.5,4.15,0.0,1.0,24.9,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-22T10:38:39Z,2025-01-22T11:01:05Z,0.0,9.9,Standard rate,N,Queens (LaGuardia Airport),Manhattan (Yorkville East),Credit card,41.5,9.25,0.5,11.8,6.94,1.0,70.99,2.5,1.75,0.0
"Creative Mobile Technologies, LLC",2025-01-09T22:15:14Z,2025-01-09T22:23:33Z,1.0,1.7,Standard rate,N,Manhattan (Upper East Side North),Manhattan (Upper West Side South),Credit card,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0,0.0
"Curb Mobility, LLC",2025-01-07T08:51:04Z,2025-01-07T09:17:37Z,2.0,3.39,Standard rate,N,Manhattan (Union Sq),Manhattan (Central Park),Credit card,24.7,0.0,0.5,7.36,0.0,1.0,36.81,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-26T14:03:03Z,2025-01-26T14:21:17Z,1.0,3.18,Standard rate,N,Manhattan (Upper East Side South),Manhattan (Flatiron),Cash,19.8,0.0,0.5,0.0,0.0,1.0,24.55,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-18T06:39:08Z,2025-01-18T06:45:02Z,1.0,0.87,Standard rate,N,Manhattan (UN/Turtle Bay South),Manhattan (Garment District),Dispute,7.2,0.0,0.5,0.0,0.0,1.0,11.95,2.5,0.0,0.75
"Creative Mobile Technologies, LLC",2025-01-17T12:12:00Z,2025-01-17T12:21:51Z,1.0,1.2,Standard rate,N,Manhattan (East Village),Manhattan (Gramercy),Credit card,9.3,3.25,0.5,2.8,0.0,1.0,16.85,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-10T00:33:46Z,2025-01-10T00:42:17Z,1.0,2.22,Standard rate,N,Manhattan (Meatpacking/West Village West),Manhattan (Meatpacking/West Village West),Credit card,12.8,1.0,0.5,3.71,0.0,1.0,22.26,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-24T19:16:33Z,2025-01-24T19:24:54Z,1.0,1.08,Standard rate,N,Manhattan (Flatiron),Manhattan (TriBeCa/Civic Center),Credit card,8.6,2.5,0.5,3.17,0.0,1.0,19.02,2.5,0.0,0.75
"Curb Mobility, LLC",2025-01-21T06:28:08Z,2025-01-21T06:40:12Z,,5.58,Unknown Ratecode,,Brooklyn (Downtown Brooklyn/MetroTech),Manhattan (UN/Turtle Bay South),Flex Fare trip,-4.75,0.0,0.5,0.0,0.0,1.0,5.19,,,0.75
